Freq.	-V(out)/I(Vtest)
5.04276751706124e+04	1.00357475663504e+02,-3.47095794275465e-01
5.07784273895056e+04	1.00357475105486e+02,-3.45137440488374e-01
5.11316192830147e+04	1.00357474551197e+02,-3.43195668265663e-01
5.14872678204188e+04	1.00357474000538e+02,-3.41270384313548e-01
5.18453900890275e+04	1.00357473453401e+02,-3.39361496161766e-01
5.22060032950018e+04	1.00357472909682e+02,-3.37468912101007e-01
5.25691247641814e+04	1.00357472369275e+02,-3.35592541223130e-01
5.29347719429166e+04	1.00357471832088e+02,-3.33732293385466e-01
5.33029623989065e+04	1.00357471298013e+02,-3.31888079228523e-01
5.36737138220435e+04	1.00357470766952e+02,-3.30059810153734e-01
5.40470440252628e+04	1.00357470238797e+02,-3.28247398345744e-01
5.44229709453982e+04	1.00357469713456e+02,-3.26450756732252e-01
5.48015126440442e+04	1.00357469190826e+02,-3.24669798997282e-01
5.51826873084238e+04	1.00357468670814e+02,-3.22904439599192e-01
5.55665132522618e+04	1.00357468153309e+02,-3.21154593730229e-01
5.59530089166653e+04	1.00357467638227e+02,-3.19420177312311e-01
5.63421928710092e+04	1.00357467125460e+02,-3.17701107050411e-01
5.67340838138288e+04	1.00357466614917e+02,-3.15997300347793e-01
5.71287005737179e+04	1.00357466106501e+02,-3.14308675359527e-01
5.75260621102337e+04	1.00357465600110e+02,-3.12635150965668e-01
5.79261875148074e+04	1.00357465095654e+02,-3.10976646771357e-01
5.83290960116615e+04	1.00357464593038e+02,-3.09333083106675e-01
5.87348069587338e+04	1.00357464092157e+02,-3.07704381013226e-01
5.91433398486070e+04	1.00357463592927e+02,-3.06090462235345e-01
5.95547143094455e+04	1.00357463095248e+02,-3.04491249269077e-01
5.99689501059384e+04	1.00357462599025e+02,-3.02906665268357e-01
6.03860671402492e+04	1.00357462104166e+02,-3.01336634116574e-01
6.08060854529716e+04	1.00357461610575e+02,-2.99781080372827e-01
6.12290252240928e+04	1.00357461118162e+02,-2.98239929352502e-01
6.16549067739631e+04	1.00357460626825e+02,-2.96713106979556e-01
6.20837505642718e+04	1.00357460136479e+02,-2.95200539916374e-01
6.25155771990304e+04	1.00357459647024e+02,-2.93702155505454e-01
6.29504074255629e+04	1.00357459158377e+02,-2.92217881760618e-01
6.33882621355023e+04	1.00357458670432e+02,-2.90747647380210e-01
6.38291623657942e+04	1.00357458183107e+02,-2.89291381720506e-01
6.42731292997079e+04	1.00357457696299e+02,-2.87849014835724e-01
6.47201842678540e+04	1.00357457209928e+02,-2.86420477424583e-01
6.51703487492091e+04	1.00357456723888e+02,-2.85005700870278e-01
6.56236443721481e+04	1.00357456238096e+02,-2.83604617200483e-01
6.60800929154829e+04	1.00357455752458e+02,-2.82217159114019e-01
6.65397163095091e+04	1.00357455266873e+02,-2.80843259962943e-01
6.70025366370598e+04	1.00357454781256e+02,-2.79482853716931e-01
6.74685761345660e+04	1.00357454295516e+02,-2.78135875043618e-01
6.79378571931255e+04	1.00357453809555e+02,-2.76802259210210e-01
6.84104023595785e+04	1.00357453323284e+02,-2.75481942173020e-01
6.88862343375909e+04	1.00357452836608e+02,-2.74174860505807e-01
6.93653759887449e+04	1.00357452349437e+02,-2.72880951390905e-01
6.98478503336377e+04	1.00357451861678e+02,-2.71600152672821e-01
7.03336805529875e+04	1.00357451373225e+02,-2.70332402849252e-01
7.08228899887471e+04	1.00357450884006e+02,-2.69077640999752e-01
7.13155021452253e+04	1.00357450393913e+02,-2.67835806830100e-01
7.18115406902165e+04	1.00357449902855e+02,-2.66606840690452e-01
7.23110294561374e+04	1.00357449410743e+02,-2.65390683539487e-01
7.28139924411724e+04	1.00357448917477e+02,-2.64187276962206e-01
7.33204538104265e+04	1.00357448422965e+02,-2.62996563143213e-01
7.38304378970863e+04	1.00357447927112e+02,-2.61818484866645e-01
7.43439692035890e+04	1.00357447429825e+02,-2.60652985551974e-01
7.48610724027997e+04	1.00357446931006e+02,-2.59500009164512e-01
7.53817723391970e+04	1.00357446430563e+02,-2.58359500376478e-01
7.59060940300665e+04	1.00357445928397e+02,-2.57231404361193e-01
7.64340626667026e+04	1.00357445424414e+02,-2.56115666927315e-01
7.69657036156193e+04	1.00357444918515e+02,-2.55012234482990e-01
7.75010424197683e+04	1.00357444410608e+02,-2.53921054009093e-01
7.80401047997669e+04	1.00357443900590e+02,-2.52842073068071e-01
7.85829166551333e+04	1.00357443388367e+02,-2.51775239848754e-01
7.91295040655310e+04	1.00357442873838e+02,-2.50720503094733e-01
7.96798932920221e+04	1.00357442356911e+02,-2.49677812122309e-01
8.02341107783288e+04	1.00357441837480e+02,-2.48647116847203e-01
8.07921831521038e+04	1.00357441315448e+02,-2.47628367757872e-01
8.13541372262099e+04	1.00357440790716e+02,-2.46621515897505e-01
8.19200000000080e+04	1.00357440263178e+02,-2.45626512917715e-01
8.24897986606544e+04	1.00357439732743e+02,-2.44643310989162e-01
8.30635605844073e+04	1.00357439199304e+02,-2.43671862881909e-01
8.36413133379414e+04	1.00357438662756e+02,-2.42712121956574e-01
8.42230846796732e+04	1.00357438122999e+02,-2.41764042065943e-01
8.48089025610939e+04	1.00357437579930e+02,-2.40827577680151e-01
8.53987951281130e+04	1.00357437033443e+02,-2.39902683824059e-01
8.59927907224101e+04	1.00357436483435e+02,-2.38989316041514e-01
8.65909178827967e+04	1.00357435929796e+02,-2.38087430448973e-01
8.71932053465878e+04	1.00357435372429e+02,-2.37196983735572e-01
8.77996820509817e+04	1.00357434811221e+02,-2.36317933118275e-01
8.84103771344513e+04	1.00357434246065e+02,-2.35450236368825e-01
8.90253199381434e+04	1.00357433676854e+02,-2.34593851760003e-01
8.96445400072886e+04	1.00357433103477e+02,-2.33748738217724e-01
9.02680670926208e+04	1.00357432525823e+02,-2.32914855115272e-01
9.08959311518068e+04	1.00357431943784e+02,-2.32092162353839e-01
9.15281623508853e+04	1.00357431357248e+02,-2.31280620442995e-01
9.21647910657163e+04	1.00357430766102e+02,-2.30480190384419e-01
9.28058478834410e+04	1.00357430170232e+02,-2.29690833752374e-01
9.34513636039505e+04	1.00357429569521e+02,-2.28912512586395e-01
9.41013692413664e+04	1.00357428963861e+02,-2.28145189498651e-01
9.47558960255305e+04	1.00357428353127e+02,-2.27388827655955e-01
9.54149754035054e+04	1.00357427737212e+02,-2.26643390690455e-01
9.60786390410850e+04	1.00357427115989e+02,-2.25908842779971e-01
9.67469188243167e+04	1.00357426489340e+02,-2.25185148674966e-01
9.74198468610326e+04	1.00357425857148e+02,-2.24472273573263e-01
9.80974554823924e+04	1.00357425219293e+02,-2.23770183236330e-01
9.87797772444369e+04	1.00357424575646e+02,-2.23078843944505e-01
9.94668449296521e+04	1.00357423926090e+02,-2.22398222461322e-01
1.00000000000000e+05	1.00357423421013e+02,-2.21880601216109e-01
