Freq.	V(out)
5.11316192830147e+04	2.85717580940339e-05,-4.33474946241258e-04
5.14872678204188e+04	2.81781616921513e-05,-4.30506607842992e-04
5.18453900890275e+04	2.77899376640080e-05,-4.27558243428175e-04
5.22060032950018e+04	2.74070133067806e-05,-4.24629725827199e-04
5.25691247641814e+04	2.70293168844916e-05,-4.21720928530113e-04
5.29347719429166e+04	2.66567776154823e-05,-4.18831725686380e-04
5.33029623989065e+04	2.62893256603243e-05,-4.15961992104686e-04
5.36737138220435e+04	2.59268921095294e-05,-4.13111603252554e-04
5.40470440252628e+04	2.55694089718564e-05,-4.10280435255946e-04
5.44229709453982e+04	2.52168091622553e-05,-4.07468364898780e-04
5.48015126440442e+04	2.48690264903036e-05,-4.04675269622322e-04
5.51826873084238e+04	2.45259956486541e-05,-4.01901027524555e-04
5.55665132522618e+04	2.41876522016212e-05,-3.99145517359471e-04
5.59530089166653e+04	2.38539325740080e-05,-3.96408618536244e-04
5.63421928710092e+04	2.35247740397698e-05,-3.93690211118404e-04
5.67340838138288e+04	2.32001147113580e-05,-3.90990175822884e-04
5.71287005737179e+04	2.28798935284581e-05,-3.88308394019073e-04
5.75260621102337e+04	2.25640502476450e-05,-3.85644747727690e-04
5.79261875148074e+04	2.22525254315425e-05,-3.82999119619727e-04
5.83290960116615e+04	2.19452604383909e-05,-3.80371393015274e-04
5.87348069587338e+04	2.16421974118031e-05,-3.77761451882214e-04
5.91433398486070e+04	2.13432792704360e-05,-3.75169180835049e-04
5.95547143094455e+04	2.10484496979619e-05,-3.72594465133466e-04
5.99689501059384e+04	2.07576531330355e-05,-3.70037190680969e-04
6.03860671402492e+04	2.04708347596798e-05,-3.67497244023434e-04
6.08060854529716e+04	2.01879404970990e-05,-3.64974512347632e-04
6.12290252240928e+04	1.99089169906150e-05,-3.62468883479647e-04
6.16549067739631e+04	1.96337116017377e-05,-3.59980245883294e-04
6.20837505642718e+04	1.93622723990724e-05,-3.57508488658500e-04
6.25155771990304e+04	1.90945481489044e-05,-3.55053501539630e-04
6.29504074255629e+04	1.88304883062153e-05,-3.52615174893703e-04
6.33882621355023e+04	1.85700430053910e-05,-3.50193399718711e-04
6.38291623657942e+04	1.83131630516993e-05,-3.47788067641771e-04
6.42731292997079e+04	1.80597999121066e-05,-3.45399070917252e-04
6.47201842678540e+04	1.78099057068076e-05,-3.43026302424975e-04
6.51703487492091e+04	1.75634332005266e-05,-3.40669655668219e-04
6.56236443721481e+04	1.73203357941486e-05,-3.38329024771807e-04
6.60800929154829e+04	1.70805675162546e-05,-3.36004304480128e-04
6.65397163095091e+04	1.68440830148535e-05,-3.33695390155084e-04
6.70025366370598e+04	1.66108375493105e-05,-3.31402177774102e-04
6.74685761345660e+04	1.63807869821933e-05,-3.29124563927999e-04
6.79378571931255e+04	1.61538877713130e-05,-3.26862445818877e-04
6.84104023595785e+04	1.59300969619553e-05,-3.24615721258043e-04
6.88862343375909e+04	1.57093721790283e-05,-3.22384288663786e-04
6.93653759887449e+04	1.54916716194308e-05,-3.20168047059201e-04
6.98478503336377e+04	1.52769540444589e-05,-3.17966896069995e-04
7.03336805529875e+04	1.50651787724497e-05,-3.15780735922238e-04
7.08228899887471e+04	1.48563056711791e-05,-3.13609467440111e-04
7.13155021452253e+04	1.46502951508905e-05,-3.11452992043585e-04
7.18115406902165e+04	1.44471081568243e-05,-3.09311211746151e-04
7.23110294561374e+04	1.42467061622361e-05,-3.07184029152515e-04
7.28139924411724e+04	1.40490511614401e-05,-3.05071347456183e-04
7.33204538104265e+04	1.38541056628128e-05,-3.02973070437183e-04
7.38304378970863e+04	1.36618326819871e-05,-3.00889102459590e-04
7.43439692035890e+04	1.34721957351148e-05,-2.98819348469221e-04
7.48610724027997e+04	1.32851588321799e-05,-2.96763713991127e-04
7.53817723391970e+04	1.31006864705398e-05,-2.94722105127274e-04
7.59060940300665e+04	1.29187436282476e-05,-2.92694428553976e-04
7.64340626667026e+04	1.27392957578383e-05,-2.90680591519517e-04
7.69657036156193e+04	1.25623087799016e-05,-2.88680501841651e-04
7.75010424197683e+04	1.23877490768683e-05,-2.86694067905115e-04
7.80401047997669e+04	1.22155834868272e-05,-2.84721198659146e-04
7.85829166551333e+04	1.20457792975463e-05,-2.82761803614942e-04
7.91295040655310e+04	1.18783042403191e-05,-2.80815792843169e-04
7.96798932920221e+04	1.17131264840938e-05,-2.78883076971428e-04
8.02341107783288e+04	1.15502146297994e-05,-2.76963567181694e-04
8.07921831521038e+04	1.13895377042756e-05,-2.75057175207803e-04
8.13541372262099e+04	1.12310651547514e-05,-2.73163813332868e-04
8.19200000000080e+04	1.10747668432449e-05,-2.71283394386709e-04
8.24897986606544e+04	1.09206130409417e-05,-2.69415831743313e-04
8.30635605844073e+04	1.07685744227160e-05,-2.67561039318228e-04
8.36413133379414e+04	1.06186220618206e-05,-2.65718931565986e-04
8.42230846796732e+04	1.04707274244313e-05,-2.63889423477532e-04
8.48089025610939e+04	1.03248623644030e-05,-2.62072430577588e-04
8.53987951281130e+04	1.01809991180744e-05,-2.60267868922093e-04
8.59927907224101e+04	1.00391102992763e-05,-2.58475655095592e-04
8.65909178827967e+04	9.89916889405749e-06,-2.56695706208609e-04
8.71932053465878e+04	9.76114825580475e-06,-2.54927939895054e-04
8.77996820509817e+04	9.62502210028804e-06,-2.53172274309618e-04
8.84103771344513e+04	9.49076450081398e-06,-2.51428628125118e-04
8.90253199381434e+04	9.35834988331216e-06,-2.49696920529947e-04
8.96445400072886e+04	9.22775302183851e-06,-2.47977071225382e-04
9.02680670926208e+04	9.09894903354147e-06,-2.46269000423024e-04
9.08959311518068e+04	8.97191337448709e-06,-2.44572628842145e-04
9.15281623508853e+04	8.84662183463866e-06,-2.42887877707070e-04
9.21647910657163e+04	8.72305053369127e-06,-2.41214668744576e-04
9.28058478834410e+04	8.60117591652277e-06,-2.39552924181256e-04
9.34513636039505e+04	8.48097474875057e-06,-2.37902566740899e-04
9.41013692413664e+04	8.36242411253965e-06,-2.36263519641895e-04
9.47558960255305e+04	8.24550140227073e-06,-2.34635706594564e-04
9.54149754035054e+04	8.13018432029298e-06,-2.33019051798624e-04
9.60786390410850e+04	8.01645087281105e-06,-2.31413479940503e-04
9.67469188243167e+04	7.90427936585000e-06,-2.29818916190774e-04
9.74198468610326e+04	7.79364840108587e-06,-2.28235286201527e-04
9.80974554823924e+04	7.68453687193897e-06,-2.26662516103790e-04
9.87797772444369e+04	7.57692395961368e-06,-2.25100532504886e-04
9.94668449296521e+04	7.47078912921368e-06,-2.23549262485871e-04
1.00000000000000e+05	7.38993069401932e-06,-2.22360136062880e-04
