Freq.	-V(in)/I(Vsource)	V(out)
1.76069352721897e+03	3.26639835126149e+06,-4.66245740887316e+05	9.90929128912272e-01,8.83665768652582e-05
1.77294011918208e+03	3.26548831140539e+06,-4.69357992460152e+05	9.90929134429078e-01,8.77130329839047e-05
1.78527189292862e+03	3.26456608382815e+06,-4.72489220046598e+05	9.90929139987136e-01,8.70636415091574e-05
1.79768944094474e+03	3.26363151266813e+06,-4.75639501368178e+05	9.90929145586495e-01,8.64183705146702e-05
1.81019335983766e+03	3.26268444001736e+06,-4.78808914489950e+05	9.90929151227171e-01,8.57771882559651e-05
1.82278425036435e+03	3.26172470590057e+06,-4.81997537787247e+05	9.90929156909127e-01,8.51400631925375e-05
1.83546271746036e+03	3.26075214908855e+06,-4.85205447170346e+05	9.90929162632298e-01,8.45069639713231e-05
1.84822937026890e+03	3.25976660639662e+06,-4.88432718369092e+05	9.90929168396682e-01,8.38778594322743e-05
1.86108482217010e+03	3.25876791226793e+06,-4.91679428196329e+05	9.90929174202283e-01,8.32527186056530e-05
1.87402969081051e+03	3.25775589968424e+06,-4.94945651486875e+05	9.90929180048928e-01,8.26315107107145e-05
1.88706459813271e+03	3.25673039980624e+06,-4.98231462221751e+05	9.90929185936721e-01,8.20142051516776e-05
1.90019017040529e+03	3.25569124150992e+06,-5.01536934932664e+05	9.90929191865448e-01,8.14007715219335e-05
1.91340703825283e+03	3.25463825218304e+06,-5.04862142080506e+05	9.90929197835095e-01,8.07911795959033e-05
1.92671583668627e+03	3.25357125712988e+06,-5.08207155891583e+05	9.90929203845572e-01,8.01853993415728e-05
1.94011720513342e+03	3.25249007936954e+06,-5.11572048893682e+05	9.90929209896757e-01,7.95834009013067e-05
1.95361178746963e+03	3.25139454035686e+06,-5.14956891587386e+05	9.90929215988571e-01,7.89851545933873e-05
1.96720023204877e+03	3.25028445960901e+06,-5.18361753560112e+05	9.90929222120841e-01,7.83906309287331e-05
1.98088319173437e+03	3.24915965436560e+06,-5.21786704449891e+05	9.90929228293511e-01,7.77998005876190e-05
1.99466132393099e+03	3.24801993994683e+06,-5.25231812763554e+05	9.90929234506386e-01,7.72126344322785e-05
2.00853529061580e+03	3.24686512960190e+06,-5.28697146268281e+05	9.90929240759280e-01,7.66291035029695e-05
2.02250575837036e+03	3.24569503483180e+06,-5.32182770957175e+05	9.90929247052132e-01,7.60491790099084e-05
2.03657339841271e+03	3.24450946461532e+06,-5.35688753289375e+05	9.90929253384680e-01,7.54728323417660e-05
2.05073888662955e+03	3.24330822635415e+06,-5.39215157304300e+05	9.90929259756807e-01,7.49000350576344e-05
2.06500290360876e+03	3.24209112480288e+06,-5.42762047709462e+05	9.90929266168264e-01,7.43307588941680e-05
2.07936613467208e+03	3.24085796361332e+06,-5.46329485298863e+05	9.90929272618890e-01,7.37649757451450e-05
2.09382926990804e+03	3.23960854288256e+06,-5.49917534001514e+05	9.90929279108413e-01,7.32026576907195e-05
2.10839300420511e+03	3.23834266208297e+06,-5.53526252338247e+05	9.90929285636675e-01,7.26437769659640e-05
2.12305803728509e+03	3.23706011739562e+06,-5.57155701025279e+05	9.90929292203370e-01,7.20883059873791e-05
2.13782507373675e+03	3.23576070357855e+06,-5.60805937555734e+05	9.90929298808317e-01,7.15362173214610e-05
2.15269482304963e+03	3.23444421276366e+06,-5.64477019547070e+05	9.90929305451201e-01,7.09874837167535e-05
2.16766799964819e+03	3.23311043535087e+06,-5.68169002158247e+05	9.90929312131796e-01,7.04420780669133e-05
2.18274532292609e+03	3.23175915919209e+06,-5.71881940299150e+05	9.90929318849797e-01,6.98999734483074e-05
2.19792751728078e+03	3.23039017019080e+06,-5.75615886895986e+05	9.90929325604901e-01,6.93611430913750e-05
2.21321531214826e+03	3.22900325167833e+06,-5.79370894530000e+05	9.90929332396815e-01,6.88255603796043e-05
2.22860944203821e+03	3.22759818554411e+06,-5.83147012307342e+05	9.90929339225246e-01,6.82931988705984e-05
2.24411064656918e+03	3.22617475057004e+06,-5.86944290294779e+05	9.90929346089835e-01,6.77640322702260e-05
2.25971967050421e+03	3.22473272377118e+06,-5.90762775829234e+05	9.90929352990244e-01,6.72380344509481e-05
2.27543726378655e+03	3.22327187987152e+06,-5.94602514870295e+05	9.90929359926159e-01,6.67151794370297e-05
2.29126418157574e+03	3.22179199140330e+06,-5.98463551671663e+05	9.90929366897187e-01,6.61954414090785e-05
2.30720118428386e+03	3.22029282859539e+06,-6.02345929009835e+05	9.90929373902946e-01,6.56787947030772e-05
2.32324903761207e+03	3.21877415904162e+06,-6.06249688964485e+05	9.90929380943088e-01,6.51652138177028e-05
2.33940851258740e+03	3.21723574866572e+06,-6.10174870367409e+05	9.90929388017242e-01,6.46546733857675e-05
2.35568038559982e+03	3.21567736041972e+06,-6.14121512080169e+05	9.90929395124926e-01,6.41471482091565e-05
2.37206543843949e+03	3.21409875580328e+06,-6.18089649062258e+05	9.90929402265794e-01,6.36426132413322e-05
2.38856445833437e+03	3.21249969333243e+06,-6.22079316193249e+05	9.90929409439409e-01,6.31410435725956e-05
2.40517823798801e+03	3.21087992918563e+06,-6.26090546553465e+05	9.90929416645289e-01,6.26424144595295e-05
2.42190757561767e+03	3.20923921809870e+06,-6.30123369169431e+05	9.90929423883077e-01,6.21467012937190e-05
2.43875327499262e+03	3.20757731135622e+06,-6.34177813914113e+05	9.90929431152226e-01,6.16538796229193e-05
2.45571614547282e+03	3.20589395868754e+06,-6.38253906770672e+05	9.90929438452301e-01,6.11639251391143e-05
2.47279700204775e+03	3.20418890703217e+06,-6.42351672798789e+05	9.90929445782834e-01,6.06768136720957e-05
2.48999666537560e+03	3.20246190098571e+06,-6.46471134975062e+05	9.90929453143314e-01,6.01925212134170e-05
2.50731596182268e+03	3.20071268349378e+06,-6.50612312498255e+05	9.90929460533253e-01,5.97110238851401e-05
2.52475572350315e+03	3.19894099459430e+06,-6.54775223736819e+05	9.90929467952150e-01,5.92322979610387e-05
2.54231678831896e+03	3.19714657163650e+06,-6.58959885613609e+05	9.90929475399487e-01,5.87563198491603e-05
2.56000000000015e+03	3.19532915033205e+06,-6.63166311096939e+05	9.90929482874690e-01,5.82830661075152e-05
2.57780620814535e+03	3.19348846406909e+06,-6.67394510777282e+05	9.90929490377284e-01,5.78125134294115e-05
2.59573626826263e+03	3.19162424272673e+06,-6.71644495507072e+05	9.90929497906675e-01,5.73446386481103e-05
2.61379104181057e+03	3.18973621587748e+06,-6.75916269030698e+05	9.90929505462306e-01,5.68794187359694e-05
2.63197139623969e+03	3.18782410827765e+06,-6.80209838193042e+05	9.90929513043616e-01,5.64168308091085e-05
2.65027820503409e+03	3.18588764440251e+06,-6.84525202611528e+05	9.90929520650063e-01,5.59568521099976e-05
2.66871234775343e+03	3.18392654559082e+06,-6.88862361090674e+05	9.90929528280982e-01,5.54994600314492e-05
2.68727471007521e+03	3.18194053039711e+06,-6.93221310735597e+05	9.90929535935852e-01,5.50446320881741e-05
2.70596618383730e+03	3.17992931594224e+06,-6.97602043936422e+05	9.90929543614026e-01,5.45923459352587e-05
2.72478766708077e+03	3.17789261658656e+06,-7.02004551252485e+05	9.90929551314890e-01,5.41425793673267e-05
2.74374006409308e+03	3.17583014392815e+06,-7.06428821334191e+05	9.90929559037865e-01,5.36953103038988e-05
2.76282428545150e+03	3.17374160805426e+06,-7.10874838188413e+05	9.90929566782256e-01,5.32505167940806e-05
2.78204124806688e+03	3.17162671593941e+06,-7.15342584570823e+05	9.90929574547489e-01,5.28081770322881e-05
2.80139187522766e+03	3.16948517346254e+06,-7.19832037666073e+05	9.90929582332853e-01,5.23682693353330e-05
2.82087709664429e+03	3.16731668278085e+06,-7.24343174584231e+05	9.90929590137736e-01,5.19307721443541e-05
2.84049784849386e+03	3.16512094448226e+06,-7.28875967780069e+05	9.90929597961479e-01,5.14956640350271e-05
2.86025507346506e+03	3.16289765710693e+06,-7.33430386046769e+05	9.90929605803379e-01,5.10629237112131e-05
2.88014972080353e+03	3.16064651626466e+06,-7.38006396282062e+05	9.90929613662792e-01,5.06325300013718e-05
2.90018274635742e+03	3.15836721606720e+06,-7.42603960521081e+05	9.90929621539048e-01,5.02044618660126e-05
2.92035511262334e+03	3.15605944785977e+06,-7.47223038487749e+05	9.90929629431403e-01,4.97786983885859e-05
2.94066778879259e+03	3.15372290114870e+06,-7.51863585683820e+05	9.90929637339205e-01,4.93552187718924e-05
2.96112175079772e+03	3.15135726284005e+06,-7.56525554879365e+05	9.90929645261731e-01,4.89340023482960e-05
2.98171798135943e+03	3.14896221778440e+06,-7.61208894989421e+05	9.90929653198316e-01,4.85150285706141e-05
3.00245747003379e+03	3.14653744947401e+06,-7.65913549706224e+05	9.90929661148184e-01,4.80982770195662e-05
3.02334121325978e+03	3.14408263713165e+06,-7.70639463112903e+05	9.90929669110668e-01,4.76837273891419e-05
3.04437021440715e+03	3.14159746095423e+06,-7.75386569520910e+05	9.90929677085015e-01,4.72713594995682e-05
3.06554548382465e+03	3.13908159637933e+06,-7.80154804497739e+05	9.90929685070551e-01,4.68611532881977e-05
3.08686803888854e+03	3.13653471800705e+06,-7.84944097299831e+05	9.90929693066432e-01,4.64530888114270e-05
3.10833890405151e+03	3.13395649829097e+06,-7.89754373374040e+05	9.90929701072021e-01,4.60471462466265e-05
3.12995911089189e+03	3.13134660770649e+06,-7.94585554018774e+05	9.90929709086545e-01,4.56433058830156e-05
3.15172969816318e+03	3.12870471381453e+06,-7.99437558080310e+05	9.90929717109258e-01,4.52415481318627e-05
3.17365171184400e+03	3.12603048378560e+06,-8.04310297288289e+05	9.90929725139424e-01,4.48418535173624e-05
3.19572620518832e+03	3.12332358195331e+06,-8.09203680757533e+05	9.90929733176248e-01,4.44442026785490e-05
3.21795423877608e+03	3.12058367067578e+06,-8.14117613370251e+05	9.90929741219007e-01,4.40485763684466e-05
3.24033688056412e+03	3.11781041051623e+06,-8.19051995438441e+05	9.90929749266981e-01,4.36549554532192e-05
3.26287520593751e+03	3.11500346099958e+06,-8.24006721368283e+05	9.90929757319342e-01,4.32633209085571e-05
3.28557029776124e+03	3.11216247838546e+06,-8.28981683590732e+05	9.90929765375396e-01,4.28736538270991e-05
3.30842324643219e+03	3.10928711898668e+06,-8.33976766710639e+05	9.90929773434371e-01,4.24859354092933e-05
3.33143514993156e+03	3.10637703550147e+06,-8.38991853922171e+05	9.90929781495413e-01,4.21001469597748e-05
3.35460711387762e+03	3.10343188050384e+06,-8.44026820932140e+05	9.90929789557858e-01,4.17162699058194e-05
3.37794025157882e+03	3.10045130419580e+06,-8.49081539861682e+05	9.90929797620884e-01,4.13342857661121e-05
3.40143568408728e+03	3.09743495576299e+06,-8.54155876925193e+05	9.90929805683780e-01,4.09541761774803e-05
3.42509454025266e+03	3.09438248211518e+06,-8.59249694564889e+05	9.90929813745736e-01,4.05759228691719e-05
3.44891795677638e+03	3.09129352896256e+06,-8.64362849631891e+05	9.90929821805985e-01,4.01995077061442e-05
3.47290707826626e+03	3.08816774117954e+06,-8.69495192818187e+05	9.90929829863772e-01,3.98249126191691e-05
3.49706305729147e+03	3.08500476138206e+06,-8.74646571013317e+05	9.90929837918365e-01,3.94521196619189e-05
3.52138705443797e+03	3.08180423132295e+06,-8.79816825013291e+05	9.90929845968912e-01,3.90811109962743e-05
3.54588023836419e+03	3.07856579211915e+06,-8.85005789202996e+05	9.90929854014737e-01,3.87118688831472e-05
3.57054378585726e+03	3.07528908235775e+06,-8.90213294610988e+05	9.90929862055047e-01,3.83443756677851e-05
3.59537888188950e+03	3.07197374027042e+06,-8.95439165429366e+05	9.90929870089092e-01,3.79786138147567e-05
3.62038671967535e+03	3.06861940351653e+06,-9.00683219424220e+05	9.90929878116072e-01,3.76145658822026e-05
3.64556850072874e+03	3.06522570757242e+06,-9.05945270478874e+05	9.90929886135297e-01,3.72522145154100e-05
3.67092543492075e+03	3.06179228748249e+06,-9.11225125864379e+05	9.90929894145960e-01,3.68915424735049e-05
3.69645874053783e+03	3.05831877826007e+06,-9.16522585692696e+05	9.90929902147355e-01,3.65325326009357e-05
3.72216964434023e+03	3.05480481295460e+06,-9.21837445912425e+05	9.90929910138694e-01,3.61751678431179e-05
3.74805938162104e+03	3.05125002380579e+06,-9.27169496546397e+05	9.90929918119255e-01,3.58194312344704e-05
3.77412919626546e+03	3.04765404406157e+06,-9.32518519031238e+05	9.90929926088301e-01,3.54653059140587e-05
3.80038034081061e+03	3.04401650477476e+06,-9.37884291065047e+05	9.90929934045107e-01,3.51127750970592e-05
3.82681407650569e+03	3.04033703676511e+06,-9.43266583691680e+05	9.90929941988923e-01,3.47618221069576e-05
3.85343167337258e+03	3.03661527119657e+06,-9.48665160528575e+05	9.90929949919055e-01,3.44124303387288e-05
3.88023441026687e+03	3.03285083759979e+06,-9.54079780692563e+05	9.90929957834739e-01,3.40645832910284e-05
3.90722357493928e+03	3.02904336700456e+06,-9.59510194323237e+05	9.90929965735271e-01,3.37182645514486e-05
3.93440046409756e+03	3.02519248916020e+06,-9.64956146655187e+05	9.90929973619998e-01,3.33734577983392e-05
3.96176638346877e+03	3.02129783391360e+06,-9.70417376082555e+05	9.90929981488126e-01,3.30301467833028e-05
3.98932264786202e+03	3.01735903147965e+06,-9.75893613853270e+05	9.90929989339002e-01,3.26883153523258e-05
4.01707058123162e+03	3.01337571124131e+06,-9.81384585797961e+05	9.90929997171978e-01,3.23479474420761e-05
4.04501151674075e+03	3.00934750513478e+06,-9.86890007732297e+05	9.90930004986292e-01,3.20090270568647e-05
4.07314679682545e+03	3.00527404201554e+06,-9.92409593261504e+05	9.90930012781287e-01,3.16715383035780e-05
4.10147777325913e+03	3.00115495484868e+06,-9.97943044036282e+05	9.90930020556323e-01,3.13354653603571e-05
4.13000580721756e+03	2.99698987389085e+06,-1.00349005908023e+06	9.90930028310716e-01,3.10007924866852e-05
4.15873226934420e+03	2.99277843277603e+06,-1.00905032668054e+06	9.90930036043772e-01,3.06675040224266e-05
4.18765853981611e+03	2.98852026398066e+06,-1.01462353053413e+06	9.90930043754911e-01,3.03355843979065e-05
4.21678600841025e+03	2.98421500195028e+06,-1.02020934568331e+06	9.90930051443455e-01,3.00050180998284e-05
4.24611607457022e+03	2.97986228155183e+06,-1.02580744064657e+06	9.90930059108781e-01,2.96757897089515e-05
4.27565014747353e+03	2.97546173955440e+06,-1.03141747559745e+06	9.90930066750232e-01,2.93478838880897e-05
4.30538964609930e+03	2.97101301340887e+06,-1.03703910403773e+06	9.90930074367200e-01,2.90212853535380e-05
4.33533599929642e+03	2.96651574171497e+06,-1.04267197228100e+06	9.90930081959109e-01,2.86959789127557e-05
4.36549064585222e+03	2.96196956469944e+06,-1.04831571895075e+06	9.90930089525313e-01,2.83719494413147e-05
4.39585503456159e+03	2.95737412435906e+06,-1.05396997491692e+06	9.90930097065244e-01,2.80491818929737e-05
4.42643062429656e+03	2.95272906530125e+06,-1.05963436239148e+06	9.90930104578362e-01,2.77276612821491e-05
4.45721888407645e+03	2.94803403281371e+06,-1.06530849740825e+06	9.90930112063984e-01,2.74073727050362e-05
4.48822129313839e+03	2.94328867368982e+06,-1.07099198888774e+06	9.90930119521667e-01,2.70883013220656e-05
4.51943934100845e+03	2.93849263988279e+06,-1.07668443441057e+06	9.90930126950779e-01,2.67704323679948e-05
4.55087452757314e+03	2.93364558272124e+06,-1.08238542727184e+06	9.90930134350763e-01,2.64537511288470e-05
4.58252836315152e+03	2.92874715584198e+06,-1.08809455304684e+06	9.90930141721183e-01,2.61382429795927e-05
4.61440236856776e+03	2.92379701889754e+06,-1.09381138545138e+06	9.90930149061414e-01,2.58238933445438e-05
4.64649807522417e+03	2.91879483065209e+06,-1.09953549451792e+06	9.90930156370963e-01,2.55106877184684e-05
4.67881702517484e+03	2.91374025372931e+06,-1.10526644118226e+06	9.90930163649312e-01,2.51986116711474e-05
4.71136077119967e+03	2.90863295479628e+06,-1.11100377726848e+06	9.90930170896053e-01,2.48876508077692e-05
4.74413087687901e+03	2.90347260438964e+06,-1.11674704587631e+06	9.90930178110593e-01,2.45777908287024e-05
4.77712891666877e+03	2.89825887384749e+06,-1.12249578492890e+06	9.90930185292498e-01,2.42690174678007e-05
4.81035647597606e+03	2.89299144015154e+06,-1.12824952192731e+06	9.90930192441328e-01,2.39613165300957e-05
4.84381515123537e+03	2.88766998323052e+06,-1.13400777711753e+06	9.90930199556572e-01,2.36546738908437e-05
4.87750654998529e+03	2.88229418649179e+06,-1.13977006304349e+06	9.90930206637831e-01,2.33490754559246e-05
4.91143229094568e+03	2.87686373955803e+06,-1.14553588179819e+06	9.90930213684683e-01,2.30445072216193e-05
4.94559400409554e+03	2.87137833408139e+06,-1.15130472968050e+06	9.90930220696651e-01,2.27409552129405e-05
4.97999333075124e+03	2.86583766499991e+06,-1.15707609595298e+06	9.90930227673367e-01,2.24384055213240e-05
5.01463192364540e+03	2.86024143624890e+06,-1.16284945709838e+06	9.90930234614431e-01,2.21368442981699e-05
5.04951144700634e+03	2.85458935287095e+06,-1.16862428523967e+06	9.90930241519430e-01,2.18362577373437e-05
5.08463357663797e+03	2.84888112412593e+06,-1.17440004501026e+06	9.90930248387996e-01,2.15366320963167e-05
5.12000000000034e+03	2.84311646851947e+06,-1.18017618869243e+06	9.90930255219739e-01,2.12379536676353e-05
5.15561241629075e+03	2.83729510808271e+06,-1.18595216225701e+06	9.90930262014357e-01,2.09402088166309e-05
5.19147253652530e+03	2.83141676704740e+06,-1.19172740676545e+06	9.90930268771458e-01,2.06433839363327e-05
5.22758208362118e+03	2.82548117913916e+06,-1.19750135134980e+06	9.90930275490707e-01,2.03474654851893e-05
5.26394279247942e+03	2.81948808406726e+06,-1.20327341696339e+06	9.90930282171802e-01,2.00524399585445e-05
5.30055641006821e+03	2.81343722433181e+06,-1.20904301962048e+06	9.90930288814439e-01,1.97582939098053e-05
5.33742469550690e+03	2.80732835258160e+06,-1.21480956354019e+06	9.90930295418250e-01,1.94650139274542e-05
5.37454942015047e+03	2.80116122466106e+06,-1.22057244800958e+06	9.90930301983018e-01,1.91725866451734e-05
5.41193236767464e+03	2.79493560624794e+06,-1.22633106133916e+06	9.90930308508397e-01,1.88809987575154e-05
5.44957533416157e+03	2.78865126700123e+06,-1.23208478656499e+06	9.90930314994149e-01,1.85902369803533e-05
5.48748012818620e+03	2.78230798379792e+06,-1.23783299862179e+06	9.90930321440035e-01,1.83002880886326e-05
5.52564857090304e+03	2.77590554324949e+06,-1.24357506233611e+06	9.90930327845797e-01,1.80111388768415e-05
5.56408249613380e+03	2.76944373733667e+06,-1.24931033662917e+06	9.90930334211150e-01,1.77227762133325e-05
5.60278375045537e+03	2.76292236745185e+06,-1.25503817112623e+06	9.90930340535902e-01,1.74351869842315e-05
5.64175419328863e+03	2.75634123846299e+06,-1.26075791161013e+06	9.90930346819844e-01,1.71483581036070e-05
5.68099569698776e+03	2.74970016893724e+06,-1.26646889132130e+06	9.90930353062770e-01,1.68622765622890e-05
5.72051014693016e+03	2.74299898367160e+06,-1.27217043778518e+06	9.90930359264451e-01,1.65769293441935e-05
5.76029944160710e+03	2.73623751505537e+06,-1.27786187183089e+06	9.90930365424735e-01,1.62923035027460e-05
5.80036549271489e+03	2.72941560328160e+06,-1.28354250763279e+06	9.90930371543411e-01,1.60083861103494e-05
5.84071022524673e+03	2.72253309889784e+06,-1.28921165084212e+06	9.90930377620369e-01,1.57251642740879e-05
5.88133557758522e+03	2.71558986304117e+06,-1.29486859872662e+06	9.90930383655410e-01,1.54426251459329e-05
5.92224350159548e+03	2.70858576337048e+06,-1.30051264376413e+06	9.90930389648400e-01,1.51607558942939e-05
5.96343596271891e+03	2.70152067661307e+06,-1.30614307177202e+06	9.90930395599181e-01,1.48795437363123e-05
6.00491494006763e+03	2.69439449349127e+06,-1.31175915830264e+06	9.90930401507672e-01,1.45989759039042e-05
6.04668242651961e+03	2.68720710915232e+06,-1.31736017652542e+06	9.90930407373701e-01,1.43190396815894e-05
6.08874042881435e+03	2.67995843436602e+06,-1.32294538868935e+06	9.90930413197229e-01,1.40397223559781e-05
6.13109096764934e+03	2.67264838514265e+06,-1.32851405451156e+06	9.90930418978127e-01,1.37610112701753e-05
6.17373607777712e+03	2.66527689080911e+06,-1.33406542519816e+06	9.90930424716284e-01,1.34828937677625e-05
6.21667780810307e+03	2.65784388989840e+06,-1.33959874689913e+06	9.90930430411657e-01,1.32053572416779e-05
6.25991822178383e+03	2.65034933431392e+06,-1.34511325789204e+06	9.90930436064143e-01,1.29283891003058e-05
6.30345939632641e+03	2.64279318480474e+06,-1.35060819225597e+06	9.90930441673728e-01,1.26519767887590e-05
6.34730342368805e+03	2.63517541354550e+06,-1.35608277823226e+06	9.90930447240316e-01,1.23761077660205e-05
6.39145241037670e+03	2.62749600474668e+06,-1.36153623810281e+06	9.90930452763922e-01,1.21007695096731e-05
6.43590847755221e+03	2.61975495407262e+06,-1.36696778892544e+06	9.90930458244457e-01,1.18259495427418e-05
6.48067376112829e+03	2.61195227123646e+06,-1.37237664104585e+06	9.90930463681909e-01,1.15516353777081e-05
6.52575041187508e+03	2.60408797463937e+06,-1.37776200214896e+06	9.90930469076283e-01,1.12778145819964e-05
6.57114059552253e+03	2.59616209594416e+06,-1.38312307435794e+06	9.90930474427573e-01,1.10044747220120e-05
6.61684649286442e+03	2.58817467988210e+06,-1.38845905472241e+06	9.90930479735735e-01,1.07316034120761e-05
6.66287029986317e+03	2.58012578325624e+06,-1.39376913621868e+06	9.90930485000823e-01,1.04591882363810e-05
6.70921422775529e+03	2.57201547753181e+06,-1.39905250637301e+06	9.90930490222875e-01,1.01872168531453e-05
6.75588050315769e+03	2.56384384343806e+06,-1.40430835111345e+06	9.90930495401828e-01,9.91567690003375e-06
6.80287136817462e+03	2.55561097874556e+06,-1.40953585003902e+06	9.90930500537815e-01,9.64455605413423e-06
6.85018908050538e+03	2.54731699206005e+06,-1.41473418077371e+06	9.90930505630798e-01,9.37384198156485e-06
6.89783591355282e+03	2.53896200499979e+06,-1.41990251785910e+06	9.90930510680869e-01,9.10352241402652e-06
6.94581415653257e+03	2.53054615677747e+06,-1.42504003029226e+06	9.90930515688060e-01,8.83358504320481e-06
6.99412611458300e+03	2.52206959396745e+06,-1.43014588814364e+06	9.90930520652456e-01,8.56401760838134e-06
7.04277410887598e+03	2.51353248348492e+06,-1.43521925497544e+06	9.90930525574093e-01,8.29480785156786e-06
7.09176047672844e+03	2.50493500154093e+06,-1.44025929486906e+06	9.90930530453091e-01,8.02594352784001e-06
7.14108757171458e+03	2.49627734181147e+06,-1.44526516788384e+06	9.90930535289500e-01,7.75741241016870e-06
7.19075776377905e+03	2.48755971078718e+06,-1.45023603316239e+06	9.90930540083408e-01,7.48920227768067e-06
7.24077343935076e+03	2.47878232912526e+06,-1.45517104845831e+06	9.90930544834945e-01,7.22130092049217e-06
7.29113700145753e+03	2.46994543219552e+06,-1.46006937016829e+06	9.90930549544168e-01,6.95369615007231e-06
7.34185086984156e+03	2.46104927182141e+06,-1.46493015273849e+06	9.90930554211208e-01,6.68637575991490e-06
7.39291748107571e+03	2.45209411281011e+06,-1.46975255093433e+06	9.90930558836190e-01,6.41932759111420e-06
7.44433928868052e+03	2.44308023468354e+06,-1.47453571920403e+06	9.90930563419222e-01,6.15253945992915e-06
7.49611876324214e+03	2.43400793300066e+06,-1.47927881133234e+06	9.90930567960420e-01,5.88599921232400e-06
7.54825839253098e+03	2.42487752027005e+06,-1.48398098036259e+06	9.90930572459916e-01,5.61969467913999e-06
7.60076068162127e+03	2.41568931846742e+06,-1.48864138278230e+06	9.90930576917845e-01,5.35361371960615e-06
7.65362815301143e+03	2.40644367152560e+06,-1.49325917246102e+06	9.90930581334406e-01,5.08774419307889e-06
7.70686334674522e+03	2.39714093464343e+06,-1.49783350647335e+06	9.90930585709668e-01,4.82207394736529e-06
7.76046882053379e+03	2.38778147996656e+06,-1.50236354256304e+06	9.90930590043806e-01,4.55659084566423e-06
7.81444714987862e+03	2.37836569546929e+06,-1.50684844007932e+06	9.90930594336998e-01,4.29128276593486e-06
7.86880092819519e+03	2.36889398303986e+06,-1.51128736122931e+06	9.90930598589408e-01,4.02613758369757e-06
7.92353276693761e+03	2.35936676093834e+06,-1.51567947024139e+06	9.90930602801168e-01,3.76114315483790e-06
7.97864529572409e+03	2.34978446504173e+06,-1.52002393318408e+06	9.90930606972472e-01,3.49628738122095e-06
8.03414116246331e+03	2.34014754254656e+06,-1.52431992117302e+06	9.90930611103483e-01,3.23155810517623e-06
8.09002303348157e+03	2.33045646153243e+06,-1.52856660639962e+06	9.90930615194427e-01,2.96694324136515e-06
8.14629359365096e+03	2.32071170266889e+06,-1.53276316621436e+06	9.90930619245409e-01,2.70243063815612e-06
8.20295554651832e+03	2.31091376163005e+06,-1.53690878234235e+06	9.90930623256671e-01,2.43800817636280e-06
8.26001161443517e+03	2.30106315305631e+06,-1.54100263957043e+06	9.90930627228428e-01,2.17366374655753e-06
8.31746453868845e+03	2.29116040346385e+06,-1.54504392907944e+06	9.90930631160797e-01,1.90938520430215e-06
8.37531707963229e+03	2.28120605755538e+06,-1.54903184613875e+06	9.90930635054054e-01,1.64516042472699e-06
8.43357201682056e+03	2.27120067662479e+06,-1.55296559116156e+06	9.90930638908325e-01,1.38097727986577e-06
8.49223214914050e+03	2.26114483384136e+06,-1.55684437187945e+06	9.90930642723891e-01,1.11682362698990e-06
8.55130029494712e+03	2.25103912206161e+06,-1.56066740061427e+06	9.90930646500906e-01,8.52687341151444e-07
8.61077929219866e+03	2.24088414596927e+06,-1.56443389765125e+06	9.90930650239614e-01,5.88556248325218e-07
8.67067199859291e+03	2.23068052828393e+06,-1.56814308920107e+06	9.90930653940198e-01,3.24418224193364e-07
8.73098129170451e+03	2.22042890503072e+06,-1.57179420949249e+06	9.90930657602885e-01,6.02610941754067e-08
8.79171006912324e+03	2.21012993091342e+06,-1.57538649916921e+06	9.90930661227918e-01,-2.03927289871968e-07
8.85286124859319e+03	2.19978427071904e+06,-1.57891920864186e+06	9.90930664815540e-01,-4.68159116490389e-07
8.91443776815296e+03	2.18939261006920e+06,-1.58239159466964e+06	9.90930668365889e-01,-7.32446559989876e-07
8.97644258627685e+03	2.17895564451537e+06,-1.58580292441232e+06	9.90930671879259e-01,-9.96801803137968e-07
9.03887868201697e+03	2.16847408792139e+06,-1.58915247291357e+06	9.90930675355856e-01,-1.26123703772193e-06
9.10174905514635e+03	2.15794866772926e+06,-1.59243952499948e+06	9.90930678795969e-01,-1.52576448722553e-06
9.16505672630311e+03	2.14738012409422e+06,-1.59566337580548e+06	9.90930682199763e-01,-1.79039636322830e-06
9.22880473713558e+03	2.13676921585214e+06,-1.59882332925811e+06	9.90930685567486e-01,-2.05514488808008e-06
9.29299615044841e+03	2.12611671199878e+06,-1.60191870097360e+06	9.90930688899376e-01,-2.32002229547093e-06
9.35763405034975e+03	2.11542339537335e+06,-1.60494881737571e+06	9.90930692195682e-01,-2.58504084204870e-06
9.42272154239941e+03	2.10469006551215e+06,-1.60791301520121e+06	9.90930695456645e-01,-2.85021279694902e-06
9.48826175375810e+03	2.09391753843706e+06,-1.61081064194382e+06	9.90930698682497e-01,-3.11555044236936e-06
9.55425783333761e+03	2.08310663374240e+06,-1.61364105956952e+06	9.90930701873501e-01,-3.38106604101768e-06
9.62071295195219e+03	2.07225819317357e+06,-1.61640363977553e+06	9.90930705029883e-01,-3.64677192500735e-06
9.68763030247082e+03	2.06137307064506e+06,-1.61909776701406e+06	9.90930708151876e-01,-3.91268040810108e-06
9.75501309997064e+03	2.05045212762008e+06,-1.62172283982125e+06	9.90930711239772e-01,-4.17880380836536e-06
9.82286458189143e+03	2.03949624402898e+06,-1.62427826838413e+06	9.90930714293786e-01,-4.44515449289130e-06
